league,club,club_tm_id,player,player_tm_id,dob,position,shirt_number,joined,contract_until,change_notes,profile_url,source_status,database_action,source,source_sha256,snapshot_date
ENG1,Liverpool,31,Vitezslav Jaros,486604,2001-07-23,Torwart,56,2022-07-01,2028-06-30,"[""Rückkehr nach Leihe von: Ajax Amsterdam; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/vitezslav-jaros/profil/spieler/486604,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Freddie Woodman,226049,1997-03-04,Torwart,28,2025-07-01,2029-06-30,[],https://www.transfermarkt.de/freddie-woodman/profil/spieler/226049,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Harvey Davies,706815,2003-09-03,Torwart,95,2024-07-01,2027-06-30,[],https://www.transfermarkt.de/harvey-davies/profil/spieler/706815,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Jérémy Jacquet,1004301,2005-07-13,Innenverteidiger,5,2026-07-01,2031-06-30,"[""Neuzugang von: FC Stade Rennes; Datum: 01.07.2026; Ablöse: 63,60 Mio. €""]",https://www.transfermarkt.de/jeremy-jacquet/profil/spieler/1004301,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Giovanni Leoni,1086619,2006-12-21,Innenverteidiger,15,2025-08-15,2031-06-30,[],https://www.transfermarkt.de/giovanni-leoni/profil/spieler/1086619,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Ronald Araujo,480267,1999-03-07,Innenverteidiger,33,2026-08-10,2027-06-30,[],https://www.transfermarkt.de/ronald-araujo/profil/spieler/480267,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Virgil van Dijk,139208,1991-07-08,Innenverteidiger,4,2018-01-01,2027-06-30,[],https://www.transfermarkt.de/virgil-van-dijk/profil/spieler/139208,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Joe Gomez,256178,1997-05-23,Innenverteidiger,2,2015-07-01,2027-06-30,[],https://www.transfermarkt.de/joe-gomez/profil/spieler/256178,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Milos Kerkez,730861,2003-11-07,Linker Verteidiger,6,2025-07-01,2030-06-30,[],https://www.transfermarkt.de/milos-kerkez/profil/spieler/730861,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Konstantinos Tsimikas,338070,1996-05-12,Linker Verteidiger,21,2020-08-10,2027-06-30,"[""Rückkehr nach Leihe von: AS Rom; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/konstantinos-tsimikas/profil/spieler/338070,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Jeremie Frimpong,484547,2000-12-10,Rechter Verteidiger,30,2025-07-01,2030-06-30,[],https://www.transfermarkt.de/jeremie-frimpong/profil/spieler/484547,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Conor Bradley,624258,2003-07-09,Rechter Verteidiger,12,2023-07-01,2029-06-30,[],https://www.transfermarkt.de/conor-bradley/profil/spieler/624258,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Ryan Gravenberch,478573,2002-05-16,Defensives Mittelfeld,38,2023-09-01,2032-06-30,[],https://www.transfermarkt.de/ryan-gravenberch/profil/spieler/478573,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Wataru Endo,146310,1993-02-09,Defensives Mittelfeld,3,2023-08-18,2027-06-30,[],https://www.transfermarkt.de/wataru-endo/profil/spieler/146310,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Alexis Mac Allister,534033,1998-12-24,Zentrales Mittelfeld,10,2023-07-01,2028-06-30,[],https://www.transfermarkt.de/alexis-mac-allister/profil/spieler/534033,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Trey Nyoni,1045123,2007-06-30,Zentrales Mittelfeld,42,2025-07-01,2030-06-30,[],https://www.transfermarkt.de/trey-nyoni/profil/spieler/1045123,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Florian Wirtz,598577,2003-05-03,Offensives Mittelfeld,7,2025-07-01,2030-06-30,[],https://www.transfermarkt.de/florian-wirtz/profil/spieler/598577,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Dominik Szoboszlai,451276,2000-10-25,Offensives Mittelfeld,8,2023-07-02,2031-06-30,[],https://www.transfermarkt.de/dominik-szoboszlai/profil/spieler/451276,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Bradley Barcola,708265,2002-09-02,Linksaußen,29,2026-08-31,2031-06-30,"[""Neuzugang von: Paris Saint-Germain; Datum: 31.08.2026; Ablöse: 125,00 Mio. €""]",https://www.transfermarkt.de/bradley-barcola/profil/spieler/708265,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Cody Gakpo,434675,1999-05-07,Linksaußen,18,2023-01-01,2030-06-30,[],https://www.transfermarkt.de/cody-gakpo/profil/spieler/434675,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Víctor Muñoz,935231,2003-07-13,Linksaußen,23,2026-07-01,2032-06-30,"[""Neuzugang von: CA Osasuna; Datum: 01.07.2026; Ablöse: 40,00 Mio. €""]",https://www.transfermarkt.de/victor-munoz/profil/spieler/935231,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Rio Ngumoha,1108466,2008-08-29,Linksaußen,73,2025-07-01,2028-06-30,[],https://www.transfermarkt.de/rio-ngumoha/profil/spieler/1108466,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Federico Chiesa,341092,1997-10-25,Rechtsaußen,14,2024-08-29,2028-06-30,[],https://www.transfermarkt.de/federico-chiesa/profil/spieler/341092,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Alexander Isak,349066,1999-09-21,Mittelstürmer,9,2025-09-01,2031-06-30,[],https://www.transfermarkt.de/alexander-isak/profil/spieler/349066,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Hugo Ekitiké,709726,2002-06-20,Mittelstürmer,22,2025-07-23,2031-06-30,[],https://www.transfermarkt.de/hugo-ekitike/profil/spieler/709726,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Manchester City,281,Gianluigi Donnarumma,315858,1999-02-25,Torwart,1,2025-09-01,2030-06-30,[],https://www.transfermarkt.de/gianluigi-donnarumma/profil/spieler/315858,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Gerónimo Rulli,229604,1992-05-20,Torwart,28,2026-08-12,2028-06-30,"[""Neuzugang von: Olympique Marseille; Datum: 12.08.2026; Ablöse: 3,50 Mio. €""]",https://www.transfermarkt.de/geronimo-rulli/profil/spieler/229604,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Marcus Bettinelli,116648,1992-05-24,Torwart,13,2025-06-10,2027-06-30,[],https://www.transfermarkt.de/marcus-bettinelli/profil/spieler/116648,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Marc Guéhi,392757,2000-07-13,Innenverteidiger,6,2026-01-19,2031-06-30,[],https://www.transfermarkt.de/marc-guehi/profil/spieler/392757,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Josko Gvardiol,475959,2002-01-23,Innenverteidiger,24,2023-08-05,2031-06-30,[],https://www.transfermarkt.de/josko-gvardiol/profil/spieler/475959,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Rúben Dias,258004,1997-05-14,Innenverteidiger,3,2020-09-29,2029-06-30,[],https://www.transfermarkt.de/ruben-dias/profil/spieler/258004,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Abdukodir Khusanov,763079,2004-02-29,Innenverteidiger,45,2025-01-20,2031-06-30,[],https://www.transfermarkt.de/abdukodir-khusanov/profil/spieler/763079,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Vitor Reis,1005575,2006-01-12,Innenverteidiger,22,2025-01-21,2029-06-30,"[""Rückkehr nach Leihe von: FC Girona; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/vitor-reis/profil/spieler/1005575,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Nico O'Reilly,743413,2005-03-21,Linker Verteidiger,33,2024-07-01,2030-06-30,[],https://www.transfermarkt.de/nico-oreilly/profil/spieler/743413,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Rayan Aït-Nouri,578391,2001-06-06,Linker Verteidiger,21,2025-06-09,2030-06-30,[],https://www.transfermarkt.de/rayan-ait-nouri/profil/spieler/578391,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Josh Wilson-Esbrand,576121,2002-12-26,Linker Verteidiger,59,2023-01-01,2027-06-30,"[""Rückkehr nach Leihe von: Radomiak Radom; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/josh-wilson-esbrand/profil/spieler/576121,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Matheus Nunes,601883,1998-08-27,Rechter Verteidiger,27,2023-09-01,2028-06-30,[],https://www.transfermarkt.de/matheus-nunes/profil/spieler/601883,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Rico Lewis,701057,2004-11-21,Rechter Verteidiger,82,2022-07-01,2030-06-30,[],https://www.transfermarkt.de/rico-lewis/profil/spieler/701057,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Ayyoub Bouaddi,1097139,2007-10-02,Defensives Mittelfeld,32,2026-08-26,2031-06-30,"[""Neuzugang von: LOSC Lille; Datum: 26.08.2026; Ablöse: 95,00 Mio. €""]",https://www.transfermarkt.de/ayyoub-bouaddi/profil/spieler/1097139,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Elliot Anderson,567576,2002-11-06,Zentrales Mittelfeld,5,2026-07-23,2031-06-30,"[""Neuzugang von: Nottingham Forest; Datum: 23.07.2026; Ablöse: 135,00 Mio. €""]",https://www.transfermarkt.de/elliot-anderson/profil/spieler/567576,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Enzo Fernández,648195,2001-01-17,Zentrales Mittelfeld,17,2026-09-01,2031-06-30,"[""Neuzugang von: FC Chelsea; Datum: 01.09.2026; Ablöse: 145,00 Mio. €""]",https://www.transfermarkt.de/enzo-fernandez/profil/spieler/648195,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Mateo Kovacic,51471,1994-05-06,Zentrales Mittelfeld,8,2023-07-01,2027-06-30,[],https://www.transfermarkt.de/mateo-kovacic/profil/spieler/51471,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Rayan Cherki,607223,2003-08-17,Offensives Mittelfeld,10,2025-06-10,2030-06-30,[],https://www.transfermarkt.de/rayan-cherki/profil/spieler/607223,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Phil Foden,406635,2000-05-28,Offensives Mittelfeld,47,2017-07-01,2030-06-30,[],https://www.transfermarkt.de/phil-foden/profil/spieler/406635,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Jérémy Doku,486049,2002-05-27,Linksaußen,11,2023-08-24,2031-06-30,[],https://www.transfermarkt.de/jeremy-doku/profil/spieler/486049,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Iliman Ndiaye,623570,2000-03-06,Linksaußen,7,2026-09-01,2031-06-30,"[""Neuzugang von: FC Everton; Datum: 01.09.2026; Ablöse: 70,00 Mio. €""]",https://www.transfermarkt.de/iliman-ndiaye/profil/spieler/623570,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Antoine Semenyo,583255,2000-01-07,Rechtsaußen,42,2026-01-09,2031-06-30,[],https://www.transfermarkt.de/antoine-semenyo/profil/spieler/583255,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Allan,1082631,2004-04-19,Rechtsaußen,37,2026-08-31,2031-06-30,"[""Neuzugang von: SE Palmeiras São Paulo; Datum: 31.08.2026; Ablöse: 37,50 Mio. €""]",https://www.transfermarkt.de/allan/profil/spieler/1082631,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Ryan McAidoo,1187640,2008-06-24,Rechtsaußen,56,2026-07-01,,"[""Interner Wechsel: Manchester City U21; Datum: 01.07.2026""]",https://www.transfermarkt.de/ryan-mcaidoo/profil/spieler/1187640,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester City,281,Erling Haaland,418560,2000-07-21,Mittelstürmer,9,2022-07-01,2034-06-30,[],https://www.transfermarkt.de/erling-haaland/profil/spieler/418560,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Manchester United,985,Senne Lammens,503883,2002-07-07,Torwart,1,2025-09-01,2030-06-30,[],https://www.transfermarkt.de/senne-lammens/profil/spieler/503883,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,2026-09-12
ENG1,Manchester United,985,Karl Darlow,99397,1990-10-08,Torwart,12,2026-07-14,2028-06-30,"[""Neuzugang von: Leeds United; Datum: 14.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/karl-darlow/profil/spieler/99397,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,2026-09-12
ENG1,Manchester United,985,Tom Heaton,34130,1986-04-15,Torwart,22,2021-07-02,2027-06-30,[],https://www.transfermarkt.de/tom-heaton/profil/spieler/34130,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,2026-09-12
ENG1,Manchester United,985,Dermot Mee,620362,2002-11-20,Torwart,45,2026-07-01,2028-06-30,"[""Interner Wechsel: Manchester United U21; Datum: 01.07.2026""]",https://www.transfermarkt.de/dermot-mee/profil/spieler/620362,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,2026-09-12
ENG1,Manchester United,985,Leny Yoro,923831,2005-11-13,Innenverteidiger,15,2024-07-18,2029-06-30,[],https://www.transfermarkt.de/leny-yoro/profil/spieler/923831,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,2026-09-12
ENG1,Manchester United,985,Lisandro Martínez,480762,1998-01-18,Innenverteidiger,6,2022-07-27,2027-06-30,[],https://www.transfermarkt.de/lisandro-martinez/profil/spieler/480762,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,2026-09-12
ENG1,Manchester United,985,Matthijs de Ligt,326031,1999-08-12,Innenverteidiger,4,2024-08-13,2029-06-30,[],https://www.transfermarkt.de/matthijs-de-ligt/profil/spieler/326031,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,2026-09-12
